Date,Regular_Price,Discounted_Price,Discount_Rate,Promotion_Type,Promotion_Duration,Month,Month_Sin,Month_Cos,Day_of_Week,Is_Holiday,Supermarket_Type,Location_Type,Store_Traffic,Planned_Promotions_7_Days,Planned_Promotions_30_Days,Sales_Volume
2023-01-19,5.0,5.0,0.0,None,0,1,0.4999999999999999,0.8660254037844386,3,0,Small,City Center,845,0,0,76
2023-01-20,5.0,5.0,0.0,None,0,1,0.4999999999999999,0.8660254037844386,4,0,Big,Rural,340,0,0,127
2023-01-21,5.0,5.0,0.0,None,0,1,0.4999999999999999,0.8660254037844386,5,0,Big,Rural,338,0,0,126
2023-01-22,5.0,5.0,0.0,None,0,1,0.4999999999999999,0.8660254037844386,6,0,Small,Suburban,499,0,0,77
2023-01-23,5.0,5.0,0.0,None,0,1,0.4999999999999999,0.8660254037844386,0,0,Medium,Suburban,516,0,1,108
2023-01-24,5.0,5.0,0.0,None,0,1,0.4999999999999999,0.8660254037844386,1,0,Medium,Suburban,565,0,5,97
2023-01-25,5.0,5.0,0.0,None,0,1,0.4999999999999999,0.8660254037844386,2,0,Medium,Suburban,667,4,0,98
2023-01-26,5.0,5.0,0.0,None,0,1,0.4999999999999999,0.8660254037844386,3,0,Medium,Suburban,652,0,0,97
2023-01-27,5.0,5.0,0.0,None,0,1,0.4999999999999999,0.8660254037844386,4,0,Small,Rural,244,0,0,68
2023-01-28,5.0,5.0,0.0,None,0,1,0.4999999999999999,0.8660254037844386,5,0,Big,City Center,1129,0,0,120
2023-01-29,5.0,5.0,0.0,None,0,1,0.4999999999999999,0.8660254037844386,6,0,Small,Rural,342,0,0,74
2023-01-30,5.0,5.0,0.0,None,0,1,0.4999999999999999,0.8660254037844386,0,0,Big,Suburban,725,0,1,128
2023-01-31,5.0,5.0,0.0,None,0,1,0.4999999999999999,0.8660254037844386,1,0,Medium,Suburban,615,0,7,95
2023-02-01,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,2,0,Big,City Center,1251,0,0,130
2023-02-02,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,3,0,Medium,Suburban,600,0,0,93
2023-02-03,5.0,3.508592499536218,0.29828150009275645,Percentage,1,2,0.8660254037844385,0.5000000000000001,4,0,Medium,Suburban,555,0,0,142
2023-02-04,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,5,0,Big,Rural,225,1,0,121
2023-02-05,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,6,0,Medium,Suburban,636,0,0,95
2023-02-06,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,0,0,Medium,Suburban,586,0,0,101
2023-02-07,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,1,0,Medium,Suburban,579,2,0,87
2023-02-08,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,2,0,Small,Rural,282,0,9,68
2023-02-09,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,3,0,Small,Suburban,442,0,0,79
2023-02-10,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,4,0,Medium,City Center,993,0,0,98
2023-02-11,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,5,0,Small,Rural,201,0,4,81
2023-02-12,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,6,0,Medium,Suburban,637,0,5,103
2023-02-13,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,0,0,Big,Suburban,658,0,7,126
2023-02-14,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,1,0,Medium,Suburban,606,0,0,105
2023-02-15,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,2,0,Medium,Suburban,537,0,0,101
2023-02-16,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,3,0,Small,Suburban,583,0,0,87
2023-02-17,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,4,0,Medium,Rural,381,0,0,112
2023-02-18,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,5,0,Big,Suburban,631,0,0,118
2023-02-19,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,6,0,Big,Suburban,737,0,0,119
2023-02-20,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,0,0,Medium,City Center,915,0,0,98
2023-02-21,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,1,0,Small,Suburban,462,0,0,87
2023-02-22,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,2,0,Medium,Suburban,611,0,0,98
2023-02-23,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,3,0,Small,Rural,362,0,0,74
2023-02-24,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,4,0,Small,Rural,230,1,0,79
2023-02-25,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,5,0,Big,Suburban,739,0,0,125
2023-02-26,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,6,0,Small,Suburban,568,0,0,77
2023-02-27,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,0,0,Medium,Rural,318,0,0,89
2023-02-28,5.0,5.0,0.0,None,0,2,0.8660254037844385,0.5000000000000001,1,0,Small,Suburban,514,3,0,87
2023-03-01,5.0,5.0,0.0,Flash Sale,1,3,1.0,6.123233995736766e-17,2,0,Big,Rural,334,0,0,180
2023-03-02,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,3,0,Big,Suburban,702,0,2,126
2023-03-03,5.0,5.0,0.0,BOGO,4,3,1.0,6.123233995736766e-17,4,0,Medium,Rural,200,0,0,109
2023-03-04,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,5,0,Medium,Rural,359,0,8,101
2023-03-05,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,6,0,Big,Suburban,730,0,0,123
2023-03-06,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,0,0,Medium,Suburban,549,0,0,107
2023-03-07,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,1,0,Big,City Center,1243,0,0,128
2023-03-08,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,2,0,Medium,City Center,899,0,0,93
2023-03-09,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,3,0,Big,Suburban,660,0,8,118
2023-03-10,5.0,5.0,0.0,Flash Sale,1,3,1.0,6.123233995736766e-17,4,0,Big,City Center,1114,0,0,177
2023-03-11,5.0,5.0,0.0,Flash Sale,4,3,1.0,6.123233995736766e-17,5,0,Big,City Center,1268,1,4,174
2023-03-12,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,6,0,Big,City Center,1104,0,0,119
2023-03-13,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,0,0,Big,Suburban,737,0,0,114
2023-03-14,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,1,0,Big,Suburban,660,0,0,108
2023-03-15,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,2,0,Medium,Suburban,619,0,0,90
2023-03-16,5.0,5.0,0.0,BOGO,1,3,1.0,6.123233995736766e-17,3,0,Small,City Center,797,0,0,104
2023-03-17,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,4,0,Big,Rural,333,0,1,110
2023-03-18,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,5,0,Small,Suburban,534,0,0,80
2023-03-19,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,6,0,Small,Suburban,491,0,0,78
2023-03-20,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,0,0,Small,Suburban,377,0,0,84
2023-03-21,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,1,0,Small,Rural,265,0,0,88
2023-03-22,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,2,0,Big,City Center,1326,0,0,123
2023-03-23,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,3,0,Medium,City Center,961,0,8,95
2023-03-24,5.0,5.0,0.0,BOGO,4,3,1.0,6.123233995736766e-17,4,0,Medium,Rural,267,0,0,116
2023-03-25,5.0,5.0,0.0,BOGO,2,3,1.0,6.123233995736766e-17,5,0,Medium,Suburban,696,0,0,112
2023-03-26,5.0,2.9742133288912713,0.4051573342217457,Percentage,4,3,1.0,6.123233995736766e-17,6,0,Big,Rural,367,0,0,182
2023-03-27,5.0,5.0,0.0,BOGO,1,3,1.0,6.123233995736766e-17,0,0,Medium,Suburban,561,0,0,123
2023-03-28,5.0,5.0,0.0,Flash Sale,2,3,1.0,6.123233995736766e-17,1,0,Medium,Rural,344,0,7,157
2023-03-29,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,2,0,Big,Suburban,754,0,0,129
2023-03-30,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,3,0,Big,City Center,1276,0,0,120
2023-03-31,5.0,5.0,0.0,None,0,3,1.0,6.123233995736766e-17,4,0,Big,Rural,354,0,0,121
2023-04-01,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,5,0,Big,Rural,376,0,0,122
2023-04-02,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,6,0,Small,City Center,843,0,0,87
2023-04-03,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,0,0,Big,City Center,1158,0,0,113
2023-04-04,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,1,0,Big,City Center,1216,0,0,114
2023-04-05,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,2,0,Medium,Suburban,703,0,0,98
2023-04-06,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,3,0,Medium,Rural,252,0,0,108
2023-04-07,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,4,0,Small,Rural,184,0,5,84
2023-04-08,5.0,5.0,0.0,BOGO,1,4,0.8660254037844387,-0.4999999999999997,5,0,Medium,Rural,208,0,0,121
2023-04-09,5.0,3.7197595306233215,0.25604809387533567,Percentage,2,4,0.8660254037844387,-0.4999999999999997,6,1,Medium,Suburban,586,0,0,141
2023-04-10,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,0,0,Small,Rural,276,0,0,81
2023-04-11,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,1,0,Big,Rural,368,0,6,115
2023-04-12,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,2,0,Big,City Center,1221,0,8,130
2023-04-13,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,3,0,Big,Rural,356,0,4,122
2023-04-14,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,4,0,Big,Suburban,721,0,0,120
2023-04-15,5.0,5.0,0.0,Flash Sale,1,4,0.8660254037844387,-0.4999999999999997,5,0,Small,Suburban,455,2,0,122
2023-04-16,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,6,0,Big,Suburban,697,0,0,122
2023-04-17,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,0,0,Small,City Center,820,0,0,79
2023-04-18,5.0,3.8763957260884627,0.22472085478230747,Percentage,2,4,0.8660254037844387,-0.4999999999999997,1,0,Medium,Suburban,622,0,0,128
2023-04-19,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,2,0,Medium,City Center,1013,0,0,95
2023-04-20,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,3,0,Big,City Center,1257,0,0,118
2023-04-21,5.0,3.436677952471034,0.3126644095057932,Percentage,4,4,0.8660254037844387,-0.4999999999999997,4,0,Big,City Center,1172,0,4,177
2023-04-22,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,5,0,Medium,City Center,924,0,0,101
2023-04-23,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,6,0,Small,City Center,868,0,0,87
2023-04-24,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,0,0,Medium,Suburban,638,0,0,102
2023-04-25,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,1,0,Medium,Rural,336,0,0,98
2023-04-26,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,2,0,Medium,Suburban,509,3,0,103
2023-04-27,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,3,0,Medium,Suburban,563,0,0,96
2023-04-28,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,4,0,Medium,City Center,958,0,0,110
2023-04-29,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,5,0,Big,Suburban,671,1,0,116
2023-04-30,5.0,5.0,0.0,None,0,4,0.8660254037844387,-0.4999999999999997,6,0,Big,Suburban,703,0,0,118
2023-05-01,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,0,0,Small,City Center,852,0,0,88
2023-05-02,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,1,0,Big,Rural,341,0,0,117
2023-05-03,5.0,4.4806262345180645,0.1038747530963871,Percentage,3,5,0.4999999999999999,-0.8660254037844386,2,0,Medium,City Center,1003,4,0,113
2023-05-04,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,3,0,Big,Suburban,713,3,0,120
2023-05-05,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,4,0,Big,Rural,328,0,0,120
2023-05-06,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,5,0,Small,City Center,794,0,0,75
2023-05-07,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,6,0,Big,City Center,1199,0,0,116
2023-05-08,5.0,5.0,0.0,BOGO,1,5,0.4999999999999999,-0.8660254037844386,0,0,Big,Suburban,750,0,6,147
2023-05-09,5.0,5.0,0.0,BOGO,1,5,0.4999999999999999,-0.8660254037844386,1,0,Big,Suburban,735,0,0,150
2023-05-10,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,2,0,Big,Rural,296,0,6,114
2023-05-11,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,3,0,Big,Suburban,768,0,5,122
2023-05-12,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,4,0,Big,City Center,1197,0,3,117
2023-05-13,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,5,0,Medium,Rural,414,0,0,96
2023-05-14,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,6,0,Big,Suburban,766,0,0,122
2023-05-15,5.0,3.515535369635183,0.29689292607296336,Percentage,4,5,0.4999999999999999,-0.8660254037844386,0,0,Big,Rural,312,0,0,170
2023-05-16,5.0,5.0,0.0,BOGO,3,5,0.4999999999999999,-0.8660254037844386,1,0,Small,City Center,749,2,0,94
2023-05-17,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,2,0,Big,Suburban,734,0,9,115
2023-05-18,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,3,0,Small,City Center,750,2,2,78
2023-05-19,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,4,0,Small,Suburban,539,0,0,84
2023-05-20,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,5,0,Small,City Center,741,1,5,81
2023-05-21,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,6,0,Medium,City Center,946,0,0,98
2023-05-22,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,0,0,Medium,Suburban,631,0,0,105
2023-05-23,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,1,0,Big,City Center,1232,0,0,114
2023-05-24,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,2,0,Big,Suburban,753,0,1,129
2023-05-25,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,3,0,Small,Rural,229,0,0,75
2023-05-26,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,4,0,Big,City Center,1135,3,0,116
2023-05-27,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,5,0,Small,Rural,306,0,0,81
2023-05-28,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,6,0,Small,City Center,743,3,0,79
2023-05-29,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,0,0,Medium,Suburban,571,0,0,105
2023-05-30,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,1,0,Medium,Suburban,616,0,0,95
2023-05-31,5.0,5.0,0.0,None,0,5,0.4999999999999999,-0.8660254037844386,2,0,Medium,Suburban,599,0,0,105
2023-06-01,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,3,0,Big,City Center,1304,0,4,90
2023-06-02,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,4,0,Medium,Suburban,547,0,0,75
2023-06-03,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,5,0,Small,Rural,259,0,0,63
2023-06-04,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,6,0,Big,Suburban,664,0,7,96
2023-06-05,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,0,0,Medium,City Center,898,0,8,84
2023-06-06,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,1,0,Small,Rural,271,0,0,64
2023-06-07,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,2,0,Big,Suburban,758,0,0,87
2023-06-08,5.0,5.0,0.0,Flash Sale,2,6,1.2246467991473532e-16,-1.0,3,0,Medium,City Center,951,0,0,119
2023-06-09,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,4,0,Small,Suburban,439,0,0,75
2023-06-10,5.0,4.197135371260074,0.16057292574798532,Percentage,2,6,1.2246467991473532e-16,-1.0,5,0,Medium,Suburban,609,0,0,90
2023-06-11,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,6,0,Big,City Center,1205,0,0,93
2023-06-12,5.0,3.9914775371102706,0.20170449257794584,Percentage,4,6,1.2246467991473532e-16,-1.0,0,0,Big,City Center,1159,0,0,125
2023-06-13,5.0,5.0,0.0,Flash Sale,3,6,1.2246467991473532e-16,-1.0,1,0,Big,City Center,1298,4,0,137
2023-06-14,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,2,0,Medium,Suburban,651,0,0,76
2023-06-15,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,3,0,Big,City Center,1150,0,0,87
2023-06-16,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,4,0,Medium,Suburban,619,0,0,77
2023-06-17,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,5,0,Small,City Center,703,0,6,68
2023-06-18,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,6,0,Big,City Center,1218,0,4,97
2023-06-19,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,0,0,Big,City Center,1197,0,7,99
2023-06-20,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,1,0,Medium,City Center,935,3,0,81
2023-06-21,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,2,0,Big,Rural,431,3,3,88
2023-06-22,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,3,0,Big,City Center,1081,0,4,94
2023-06-23,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,4,0,Big,City Center,1210,0,0,96
2023-06-24,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,5,0,Big,Rural,227,0,0,102
2023-06-25,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,6,0,Medium,Suburban,639,0,6,85
2023-06-26,5.0,4.317718721110645,0.13645625577787102,Percentage,4,6,1.2246467991473532e-16,-1.0,0,0,Medium,Rural,357,0,0,103
2023-06-27,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,1,0,Medium,City Center,1005,0,0,82
2023-06-28,5.0,5.0,0.0,BOGO,2,6,1.2246467991473532e-16,-1.0,2,0,Big,City Center,1231,0,0,120
2023-06-29,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,3,0,Small,City Center,859,0,0,60
2023-06-30,5.0,5.0,0.0,None,0,6,1.2246467991473532e-16,-1.0,4,0,Small,Rural,163,0,6,55
2023-07-01,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,5,0,Big,Rural,321,0,1,102
2023-07-02,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,6,0,Small,Rural,338,0,0,61
2023-07-03,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,0,0,Big,Suburban,745,0,9,104
2023-07-04,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,1,0,Big,City Center,1068,0,0,93
2023-07-05,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,2,0,Medium,City Center,1104,0,0,87
2023-07-06,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,3,0,Big,City Center,1118,0,0,98
2023-07-07,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,4,0,Medium,Suburban,544,0,0,79
2023-07-08,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,5,0,Medium,Suburban,599,0,0,78
2023-07-09,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,6,0,Big,Suburban,714,2,0,89
2023-07-10,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,0,0,Big,City Center,1132,0,2,100
2023-07-11,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,1,0,Small,Suburban,557,0,0,61
2023-07-12,5.0,5.0,0.0,Flash Sale,2,7,-0.4999999999999997,-0.8660254037844387,2,0,Big,City Center,1226,0,0,134
2023-07-13,5.0,5.0,0.0,BOGO,2,7,-0.4999999999999997,-0.8660254037844387,3,0,Medium,City Center,925,0,0,96
2023-07-14,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,4,0,Small,City Center,853,0,3,67
2023-07-15,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,5,0,Medium,Suburban,608,0,9,80
2023-07-16,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,6,0,Small,City Center,786,0,4,66
2023-07-17,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,0,0,Medium,Suburban,639,0,0,83
2023-07-18,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,1,0,Big,Rural,351,0,0,97
2023-07-19,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,2,0,Medium,Rural,319,0,0,75
2023-07-20,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,3,0,Big,Suburban,814,0,0,91
2023-07-21,5.0,3.7595356286308466,0.2480928742738307,Percentage,1,7,-0.4999999999999997,-0.8660254037844387,4,0,Medium,City Center,1055,0,0,106
2023-07-22,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,5,0,Medium,City Center,986,0,4,82
2023-07-23,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,6,0,Medium,Suburban,615,0,0,82
2023-07-24,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,0,0,Big,Rural,367,0,0,93
2023-07-25,5.0,4.22539993456886,0.1549200130862281,Percentage,2,7,-0.4999999999999997,-0.8660254037844387,1,0,Big,City Center,1212,0,0,115
2023-07-26,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,2,0,Small,City Center,761,0,0,64
2023-07-27,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,3,0,Medium,City Center,1026,0,0,84
2023-07-28,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,4,0,Medium,City Center,961,0,0,68
2023-07-29,5.0,5.0,0.0,BOGO,2,7,-0.4999999999999997,-0.8660254037844387,5,0,Big,City Center,1146,3,0,109
2023-07-30,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,6,0,Medium,City Center,992,0,0,81
2023-07-31,5.0,5.0,0.0,None,0,7,-0.4999999999999997,-0.8660254037844387,0,0,Big,City Center,1196,0,0,97
2023-08-01,5.0,5.0,0.0,None,0,8,-0.8660254037844383,-0.5000000000000003,1,0,Medium,Suburban,762,0,0,111
